epoch,train_loss,train_acc,val_loss,val_acc,lr
1,0.7043740825450167,0.7798333333333334,0.5405667183247018,0.8516666666666667,0.0003
2,0.46555291322317527,0.8536666666666667,0.43448633716461504,0.8686666666666667,0.0003
3,0.39315327177656456,0.8730833333333333,0.383623923393006,0.8736666666666667,0.0003
4,0.35042922452409214,0.88625,0.3446851283945936,0.8806666666666667,0.0003
5,0.3172423575628311,0.8974166666666666,0.32093791378305314,0.8906666666666667,0.0003
6,0.3013038963396498,0.9021666666666667,0.3128058336516644,0.8933333333333333,0.0003
7,0.28249670945583505,0.906,0.2966791847918896,0.8976666666666666,0.0003
8,0.27595639474531436,0.9063333333333333,0.28423151690909204,0.9003333333333333,0.0003
9,0.26588123172838635,0.90775,0.2702378979388704,0.906,0.0003
10,0.2560515561477935,0.913,0.26927669282923355,0.906,0.0003
11,0.2468916078672764,0.9181666666666667,0.25822504657380124,0.9096666666666666,0.0003
12,0.23929933704277304,0.9209166666666667,0.2536803873929572,0.914,0.0003
13,0.23169188260873583,0.9225833333333333,0.24295093499599618,0.9166666666666666,0.0003
14,0.22931976453896533,0.9228333333333333,0.24591239842962712,0.913,0.0003
15,0.22374083161195543,0.9244166666666667,0.23072967789274582,0.9196666666666666,0.0003
16,0.22203505649528604,0.92375,0.23639430105686188,0.9173333333333333,0.0003
17,0.21492575212044918,0.9259166666666667,0.22404491837988508,0.9223333333333333,0.0003
18,0.20888388941579678,0.9313333333333333,0.22665760681984273,0.9216666666666666,0.0003
19,0.20499380051772645,0.93125,0.2197506086940461,0.924,0.0003
20,0.2026750533346166,0.93225,0.22294294913398457,0.9213333333333333,0.0003
21,0.2000424649090843,0.933,0.2055947902671834,0.9306666666666666,0.0003
22,0.20113429391479237,0.93075,0.21056938948149376,0.9246666666666666,0.0003
23,0.19317792066709794,0.93275,0.2134980687752683,0.9223333333333333,0.0003
24,0.19167242187293285,0.9376666666666666,0.20961687872384457,0.923,0.0003
25,0.1875032257843525,0.9345833333333333,0.20910013165879757,0.9266666666666666,2.9999999999999997e-05
26,0.1884752490973853,0.9344166666666667,0.20164763531152238,0.9296666666666666,2.9999999999999997e-05
27,0.18724373870707572,0.93425,0.2078109656242614,0.924,2.9999999999999997e-05
